orig.ident,celltype_major,full_hallmark_emt,full_epithelial,panel313_measured_hallmark,panel280_measured_hallmark,panel313_tf_candidate,panel280_tf_candidate,panel313_full_fit_prediction,panel280_full_fit_prediction,n_cells
CID4535,Cancer Epithelial,0.14425715638855216,1.0397171133224818,0.6383378747690626,0.671500256251374,0.000899685110211426,0.000899685110211426,0.15600907733952837,0.1565558692184628,2223
CID4535,Endothelial,0.29913979852981226,0.260845878165606,0.4981545541119414,0.5297170326567847,0.1141552511415525,0.0867579908675799,0.21851494820274264,0.22389189066429432,219
CID4535,Myeloid,0.18013442671117946,0.21634720024528403,0.40977784125221,0.43833431971648074,0.043137254901960784,0.0196078431372549,0.1819114562471207,0.19379771940151339,255
CID4535,Normal Epithelial,0.18460835771562437,1.2816027319044858,0.4822748896714204,0.5100803434819189,0.0,0.0,0.18989401841915318,0.189936310137288,22
CID4535,PVL,0.44897863921043213,0.23644766971522446,1.2959007046996638,1.1675168147791621,0.1097972972972973,0.08783783783783784,0.41025612609283046,0.4050386392619347,592
CID4535,Plasmablasts,0.10114197652799849,0.2896921965006636,0.4126155412048474,0.4299947984123568,0.010416666666666666,0.010416666666666666,0.15065105377577337,0.16187718752822877,96
CID4535,T-cells,0.1089287214179285,0.2757216606888124,0.13649927289872027,0.14042232323507275,0.010101010101010102,0.007575757575757576,0.12025397845991215,0.12318850474093161,396
CID44041,B-cells,0.05009157266995186,0.005872955866505739,0.10296115523649281,0.10561777935676243,0.0,0.0,0.07751010884344521,0.08046017276679697,176
CID44041,CAFs,0.5447390687210071,0.021345099246974746,1.824039276045288,1.6632557365307752,0.013215859030837005,0.007342143906020558,0.5035603318213743,0.49171504576139596,681
CID44041,Endothelial,0.18471457663753213,0.08323190763594748,0.24422399460305746,0.25380348742695225,0.013513513513513514,0.013513513513513514,0.18895729007566198,0.1974366648448103,148
CID44041,Myeloid,0.16609634032474913,0.01187983144792402,0.35158566376567,0.3797616900689361,0.0,0.0,0.1977702863333292,0.21192476191500256,105
CID44041,Normal Epithelial,0.17952434135162085,1.001153744678251,0.508472113510362,0.5560383334232372,0.0,0.0,0.18120892082901816,0.18335221736220111,151
CID44041,PVL,0.3472926977836988,0.03150635249230093,1.070557218059706,0.9767175812162258,0.0,0.0,0.36692243623376075,0.3697684686475218,128
CID44041,T-cells,0.08779278625657685,0.005528905075561592,0.099411648417758,0.10243244653085692,0.0,0.0,0.11816570865812773,0.12205766118336182,742
CID44971,B-cells,0.07784646549077716,0.053384968921598386,0.1965998708433746,0.20558837489118884,0.0027100271002710027,0.0027100271002710027,0.0828090382076352,0.08451076654356603,369
CID44971,CAFs,0.6575655979150846,0.061350198496923615,2.2524956695139338,2.144488257525424,0.054982817869415807,0.041237113402061855,0.5417053374375578,0.5306092509767103,582
CID44971,Cancer Epithelial,0.16802637359981462,1.0176315971211374,0.4987001278521863,0.5353071012488323,0.0022371364653243847,0.0022371364653243847,0.17300086201691778,0.17219443889656202,894
CID44971,Endothelial,0.29038223654765455,0.11222962228412153,0.40509591784132676,0.4279260546033738,0.09216589861751152,0.08294930875576037,0.22153322496466582,0.22760083108500856,217
CID44971,Myeloid,0.19275743774784024,0.04620342196023182,0.3783100644472345,0.40571366374865114,0.013157894736842105,0.01023391812865497,0.18869014127060205,0.20458494230144772,684
CID44971,Normal Epithelial,0.24776081225914767,1.3428790743207273,0.8515278570727541,0.9218032373060122,0.004081632653061225,0.004081632653061225,0.2302339490041057,0.2322350575919528,735
CID44971,PVL,0.4917818956009495,0.081483080288037,1.366317818646791,1.2124422313500172,0.07692307692307693,0.07692307692307693,0.43316214642702955,0.4188827142270447,91
CID44971,Plasmablasts,0.11019003635858764,0.14225276569451487,0.2658325955824055,0.28655132933350685,0.0,0.0,0.13461922595915202,0.14933455027359488,48
CID44971,T-cells,0.12824801787653856,0.052457641554302124,0.1822125738944418,0.19065474997047127,0.0018323408153916628,0.001374255611543747,0.1482571552532359,0.15242263760207803,4366
CID44991,B-cells,0.0748216346697196,0.11148623234221132,0.15031394801379025,0.15536668847212118,0.0,0.0,0.10881472033743309,0.11269857817257822,88
CID44991,CAFs,0.8066334875111161,0.12916716082819427,2.2999930336602707,2.215429251382613,0.05714285714285714,0.04897959183673469,0.5556561909172553,0.5437923748867267,245
CID44991,Cancer Epithelial,0.1558784982543374,1.4255561441314843,0.31414647867478485,0.3284687590187391,0.0004977600796416127,0.0004977600796416127,0.17105669276159444,0.16716616851830812,4018
CID44991,Endothelial,0.3285390257836618,0.2042722202383402,0.4987857330156,0.5265221422115341,0.024390243902439025,0.024390243902439025,0.20950341711860457,0.2070126924355481,41
CID44991,Myeloid,0.2232473104949969,0.06991738557725945,0.3119671434765458,0.3344957781278379,0.0048543689320388345,0.0,0.21774944382270547,0.2284440539748559,206
CID44991,Normal Epithelial,0.16995059630960982,1.0625113460596023,0.45373732951318696,0.4914121778976459,0.0,0.0,0.17372392489542118,0.1725654505283547,24
CID44991,PVL,0.6148660808349403,0.26449898418684564,1.7119999946243085,1.5707781211639358,0.043478260869565216,0.043478260869565216,0.4749391985243498,0.4660609976138211,46
CID44991,Plasmablasts,0.07198064250836125,0.08347925670232892,0.09883985621065518,0.1046870021639036,0.0,0.0,0.1223873728969559,0.13189354278705917,1453
CID44991,T-cells,0.11153510423416596,0.12503673483869907,0.10683975582512346,0.11210687098350319,0.0022172949002217295,0.0011086474501108647,0.13501938190862098,0.1405992895460799,902
CID45171,B-cells,0.06106512387413758,0.05882554776858554,0.16184801548560368,0.1712300358049607,0.0,0.0,0.07366107893090178,0.07907833530499919,56
CID45171,CAFs,0.7597505281336182,0.13349490904934386,2.3104638683763903,2.2370311910396397,0.0625,0.03125,0.520572513725228,0.515821520096553,32
CID45171,Cancer Epithelial,0.11386351436078214,0.9411552191394024,0.24338906167965454,0.26112329838907133,0.0012300123001230013,0.0012300123001230013,0.13044271361644494,0.13056877678485282,813
CID45171,Endothelial,0.27319739357841394,0.1623938763480444,0.403456572327087,0.4349358626353628,0.06666666666666667,0.06666666666666667,0.1910223931979209,0.20382274007022966,15
CID45171,Myeloid,0.18359254766175517,0.07013529690327179,0.25874281528795645,0.27942954271283854,0.011627906976744186,0.005813953488372093,0.16341106892998739,0.17082703117366094,172
CID45171,PVL,0.4068119513325289,0.05483196208794549,1.074405608252919,0.9928989210327465,0.0,0.0,0.32968220302474543,0.3316628950762745,13
CID45171,T-cells,0.10628510761094334,0.05547829164906704,0.07622396065273129,0.08012579025221248,0.0014858841010401188,0.0014858841010401188,0.1223162374988266,0.12674779471127037,1346
